x,point,lb,ub,inf_vacc
"time_since_inf_cut.roommate[0,90)",0.7380687415622884,0.5135610976575793,1.060721829897157,inf
"time_since_inf_cut.roommate[90,182)",0.6311392967883862,0.49064538491742776,0.8118629547846985,inf
"time_since_inf_cut.roommate[182,365)",0.7237181908068577,0.6026449115302158,0.8691154769312115,inf
"time_since_inf_cut.roommate[365,Inf)",0.8879927439384081,0.8136022979147891,0.9691849633515273,inf
has.vacc.roommate.binary,0.7743215871842637,0.6931573614077011,0.8649896167327868,inf
age,0.9958032607629641,0.9905164658247747,1.0011182735063922,inf
age.roommate,1.0034454161701292,0.9983567424485779,1.0085600271134603,inf
risk,1.0775958376683976,1.0434511355064373,1.1128578520322014,inf
risk.roommate,1.0785304746467432,1.046167632767351,1.1118944500937455,inf
"time_since_vacc_cut.roommate[0,90)",0.7102597833445712,0.628141419764046,0.8031136682980962,vacc
"time_since_vacc_cut.roommate[90,182)",0.8672744172532865,0.7498293240861732,1.003114829816373,vacc
"time_since_vacc_cut.roommate[182,365)",0.8488742962600019,0.7463819939598603,0.9654407216174966,vacc
"time_since_vacc_cut.roommate[365,Inf)",0.8014547358736352,0.6586130701772942,0.9752762627097084,vacc
has.prior.inf.roommate,0.8414907762518222,0.774473791844059,0.914306893240194,vacc
age,0.9958715461996842,0.9905870009410596,1.001184283246172,vacc
age.roommate,1.0047692026680364,0.9995974312536212,1.0099677320739455,vacc
risk,1.078054395095511,1.0439155094329324,1.1133097154731135,vacc
risk.roommate,1.078700510320152,1.0462551770642103,1.1121520031375143,vacc
"time_since_infvacc_cut.roommate[0,90)",0.6330501760977539,0.5441925423812985,0.7364167904686254,infvacc
"time_since_infvacc_cut.roommate[90,182)",0.7331269659752225,0.6190153339993724,0.8682743685321697,infvacc
"time_since_infvacc_cut.roommate[182,365)",0.7560152082763785,0.6464341829270556,0.8841719857034099,infvacc
"time_since_infvacc_cut.roommate[365,Inf)",0.7703758890926539,0.6371145769215286,0.9315106450129046,infvacc
age,0.9956132741746221,0.9903344342065853,1.0009202522649392,infvacc
age.roommate,1.0049811802025859,0.9998204801091258,1.0101685179034807,infvacc
risk,1.0797168487842292,1.0455523156233608,1.1149977443773345,infvacc
risk.roommate,1.0805520580218244,1.048066767581098,1.1140442443280247,infvacc
