x,point,lb,ub
has.vacc.roommate.binary,0.7698393221075911,0.6831283264393565,0.8675567370367083
has.prior.inf.roommate,0.8646952175562471,0.7912066307962154,0.9450095463838749
age,0.995358994351443,0.9896327569568428,1.001118365041671
age.roommate,1.004430087832077,0.9989531948924159,1.0099370085612542
risk,1.091357383506902,1.0535975234270396,1.1304705184393977
risk.roommate,1.0876853942492504,1.0518758668508128,1.1247140029983596
