point,lb,ub,x,inf_vacc
45.460720900193465,60.55718028163665,24.586198807136917,"time_since_inf_cut.roommate[0,90)",inf
39.78186580612589,53.14121651429022,22.613789431872565,"time_since_inf_cut.roommate[90,182)",inf
15.961658092519881,30.59139734606773,-1.7516941779033957,"time_since_inf_cut.roommate[182,365)",inf
14.676590445889392,22.88615414910362,5.59303407049736,"time_since_inf_cut.roommate[365,Inf)",inf
20.526232239718865,30.113313005524045,9.623992298928952,has.vacc.roommate.binary,inf
0.6207762382515303,1.2873776284162641,-0.05032667768258836,age,inf
-0.63965034706297,-0.003239497495899357,-1.2801112531230174,age.roommate,inf
-13.28568686583651,-8.614551694075345,-18.157711360920747,risk,inf
-11.806158440103998,-7.4645323266598895,-16.323188632464493,risk.roommate,inf
26.388662503924465,36.16901845294053,15.109733915555633,"time_since_vacc_cut.roommate[0,90)",vacc
11.702239312914998,25.34846315279655,-4.43850015186662,"time_since_vacc_cut.roommate[90,182)",vacc
15.046789614996737,26.872937731703818,1.3081104196423388,"time_since_vacc_cut.roommate[182,365)",vacc
14.115029877510764,31.40737164983003,-7.536746591553967,"time_since_vacc_cut.roommate[365,Inf)",vacc
18.552368740056203,25.836214047453343,10.553155389069191,has.prior.inf.roommate,vacc
0.6569107605394198,1.3222434247951997,-0.012907894982161494,age,vacc
-0.7681591208366978,-0.12228994508594049,-1.418194671451789,age.roommate,vacc
-13.168757804824116,-8.510361317320058,-18.027141257364,risk,vacc
-11.691766930288438,-7.350882104239775,-16.20818157689996,risk.roommate,vacc
35.62342646598285,46.28418078175992,22.846876761893686,"time_since_infvacc_cut.roommate[0,90)",infvacc
24.817069390989023,38.19853249087281,8.53820657050628,"time_since_infvacc_cut.roommate[90,182)",infvacc
21.77730486305479,34.929300734862736,5.96704655722492,"time_since_infvacc_cut.roommate[182,365)",infvacc
18.330700539478826,34.504771795509335,-1.8375637007852275,"time_since_infvacc_cut.roommate[365,Inf)",infvacc
0.6850081399230934,1.3494741728655169,0.01606655953445557,age,infvacc
-0.809293675128453,-0.16685734209360703,-1.4558503774446452,age.roommate,infvacc
-13.45993103925407,-8.803573967132404,-18.315561539559667,risk,infvacc
-11.760773148725857,-7.420034133038822,-16.27691720272233,risk.roommate,infvacc
