x,point,lb,ub,inf_vacc
"time_since_inf_cut.roommate[0,90)",0.5560183260311817,0.3875908349104294,0.7976359372738064,inf
"time_since_inf_cut.roommate[90,182)",0.639393233426826,0.4800908848628522,0.8515548198104209,inf
"time_since_inf_cut.roommate[182,365)",0.750470734274361,0.609459442902513,0.9241079608514443,inf
"time_since_inf_cut.roommate[365,Inf)",0.8636990548562675,0.7827832021811403,0.9529791330230755,inf
has.vacc.roommate.binary,0.7886159859569288,0.6942848274709014,0.8957637394616469,inf
age,0.9969488729746229,0.9902813596667265,1.003661278305657,inf
age.roommate,1.0052853893289366,0.9989357004650373,1.011675439698236,inf
risk,1.1295327869959824,1.0827635151690786,1.1783222273606826,inf
risk.roommate,1.1197634988154,1.0763742407464807,1.1649018025642541,inf
"time_since_vacc_cut.roommate[0,90)",0.7303794701381092,0.6341138634300493,0.8412592771803861,vacc
"time_since_vacc_cut.roommate[90,182)",0.8920101687814542,0.7551024228945878,1.0537406808461474,vacc
"time_since_vacc_cut.roommate[182,365)",0.8343492382661635,0.7189202197576791,0.9683114096164515,vacc
"time_since_vacc_cut.roommate[365,Inf)",0.8516618226871684,0.6808286612859749,1.06536034903819,vacc
has.prior.inf.roommate,0.8228163427624702,0.7495176211612335,0.9032832782077679,vacc
age,0.9967498584547135,0.9900852443930986,1.0034593343914466,vacc
age.roommate,1.006664837177373,1.0002110878748256,1.0131602285698402,vacc
risk,1.1282426532547816,1.0815483764310336,1.1769528875110467,vacc
risk.roommate,1.1177334293762067,1.0743569792677377,1.162861174873751,vacc
"time_since_infvacc_cut.roommate[0,90)",0.653123721172712,0.5467620495483616,0.7801759385291058,infvacc
"time_since_infvacc_cut.roommate[90,182)",0.768090439465234,0.6300959217849278,0.9363065254043493,infvacc
"time_since_infvacc_cut.roommate[182,365)",0.7689908508784943,0.6400667567436802,0.9238832082817263,infvacc
"time_since_infvacc_cut.roommate[365,Inf)",0.8019300992722315,0.642816162773503,1.0004289272131528,infvacc
age,0.9964991342075156,0.9898458143456252,1.003197174837573,infvacc
age.roommate,1.007252687101417,1.0008210876494406,1.0137256180880911,infvacc
risk,1.1314361657038072,1.0847458976404714,1.1801361036230678,infvacc
risk.roommate,1.1186654944326044,1.0752940258203856,1.163786330421942,infvacc
