x,point,lb,ub
"time_since_vacc_cut2.roommate[0,30)",0.6715309006956212,0.5531009671916477,0.8153190417995023
"time_since_vacc_cut2.roommate[30,60)",0.7161729684757926,0.6073230144622053,0.8445320011948063
"time_since_vacc_cut2.roommate[60,90)",0.8150736853213209,0.6772630971893329,0.9809261943553937
"time_since_vacc_cut2.roommate[90,182)",0.8989838812599112,0.760837129106394,1.0622142214777757
"time_since_vacc_cut2.roommate[182,365)",0.8380942627640109,0.7220754531921615,0.9727542878971472
"time_since_vacc_cut2.roommate[365,Inf)",0.8525618908930135,0.6815223920312994,1.066526626713813
has.prior.inf.roommate,0.8246683383350955,0.7511602274664761,0.9053699109524792
age,0.9965964293988541,0.9899257018829457,1.0033121083747627
age.roommate,1.0064844891099873,1.0000272660985363,1.0129834067136092
risk,1.1275762409821257,1.0808959596734358,1.1762724875125903
risk.roommate,1.1175919663285931,1.0742301314249152,1.1627041233198854
