x,point,lb,ub
"time_since_vacc_cut2.roommate[0,30)",0.6995851334217289,0.5739588505981998,0.8527080963985629
"time_since_vacc_cut2.roommate[30,60)",0.7259482431656651,0.6146535726922818,0.8573949215766646
"time_since_vacc_cut2.roommate[60,90)",0.8129370789598681,0.6752232008657891,0.9787381320731012
"time_since_vacc_cut2.roommate[90,182)",0.8899173266004371,0.7513275542715112,1.0540713483502522
"time_since_vacc_cut2.roommate[182,365)",0.8409420683891012,0.723301496520769,0.9777161609484292
"time_since_vacc_cut2.roommate[365,Inf)",0.8285718516231502,0.6620074106173858,1.037044755529185
has.prior.inf.roommate,0.8107651957067924,0.7383047270812634,0.8903372529770103
age,0.9960144818194407,0.9890167802344405,1.0030616950289668
age.roommate,1.0111039220294487,1.004245034496806,1.0180096550396087
risk,1.129261225083102,1.0813798880990968,1.1792626518307572
risk.roommate,1.126145308903782,1.080580223570377,1.1736317481137004
