Institution,BuildingId,Average Number of Residents
9,1653291054,59.39732142857143
9,1653291566,91.04098360655738
9,1653292846,135.81843575418995
9,1667958830,97.32786885245902
9,1667966766,114.01912568306011
9,1667969582,86.83879781420765
9,1667970350,90.15300546448087
9,1667971118,39.80327868852459
9,1669007406,97.06830601092896
9,1669015086,97.93715846994536
9,1669015342,102.2896174863388
9,1669017902,101.51366120218579
9,1669018158,84.41095890410959
9,1669018670,99.85519125683061
9,1669019694,102.76775956284153
9,1669021486,99.56557377049181
9,1798015102,175.37431693989072
9,1798015374,181.9863387978142
9,1798015390,187.35245901639345
10,-966365906,19.26502732240437
10,-966169298,19.60655737704918
10,-913303842,1.380281690140845
10,-913288370,9.573770491803279
10,-913248594,28.166666666666668
10,-409988770,189.6912568306011
10,-409963170,77.47058823529412
10,-409952930,154.31967213114754
10,-409946786,201.86612021857923
10,-409941154,39.34814814814815
10,-409930146,7.065573770491803
10,-409873058,96.475
10,-409781410,49.95355191256831
10,-409780642,20.434426229508198
10,-409770658,6.208571428571428
10,-409764514,158.07650273224044
11,-913283202,18.01912568306011
11,-426676978,175.8879781420765
11,-426676738,157.77322404371586
11,-409899746,240.40983606557376
11,-409899730,206.70491803278688
11,-208662898,5.215846994535519
11,-208572914,25.85792349726776
11,-208572898,26.25418994413408
11,-208572882,24.87955182072829
11,-208572866,31.179282868525895
11,-208572674,25.57650273224044
11,-124686914,280.3415300546448
11,-124686898,234.78961748633878
11,-107909666,262.6256830601093
11,-107909650,42.54178674351585
11,-91132914,65.48907103825137
11,-91132898,66.41803278688525
11,-91132882,44.05806451612903
11,-91132754,64.52459016393442
11,-91132738,65.38524590163935
11,-91132722,63.8551912568306
11,-91132706,66.36612021857924
11,-91132690,64.89344262295081
11,-91132674,65.91256830601093
11,-91132098,66.21311475409836
11,-74355650,64.06284153005464
11,-74355442,64.14207650273224
11,-74355410,62.07377049180328
11,-74355282,63.66393442622951
11,-74355266,60.6448087431694
11,-74355250,60.73770491803279
11,-74355234,61.049586776859506
11,-74355218,57.51092896174863
11,-74355202,65.81420765027322
11,-57578194,39.03005464480874
11,-40800498,52.759562841530055
11,-40800482,49.666666666666664
11,-40800322,24.117486338797814
11,-40800306,37.32513661202186
11,-40800290,62.86065573770492
11,-40800274,59.23770491803279
11,-40800258,55.50819672131148
12,-913307266,37.60382513661202
12,-913303842,2.257425742574257
12,-208662898,7.704918032786885
12,-208573170,7.883333333333334
12,-208573154,7.433333333333334
12,-208573138,8.1
12,-208572930,7.283333333333333
12,-107980418,40.97540983606557
12,1667971438,98.6256830601093
12,1667971454,117.48633879781421
12,1798670350,288.6475409836066
12,1798670366,83.75956284153006
12,1798670382,72.25409836065573
12,1798670398,96.88251366120218
12,1798670478,31.03551912568306
12,1798670494,79.50819672131148
12,1798670510,80.05737704918033
12,1798670542,176.76775956284152
12,1798670558,145.37704918032787
12,1798670574,134.36885245901638
12,1798670750,33.85245901639344
12,1798671134,19.715846994535518
12,1798671150,11.972677595628415
12,1798671166,21.15573770491803
12,1798671182,105.40163934426229
12,1798671198,90.31693989071039
12,1798671214,88.91256830601093
12,1798671230,53.439890710382514
13,-913303842,3.1835443037974684
13,-913288370,82.02732240437159
13,-829330130,83.84699453551913
13,-414290674,171.5792349726776
13,-414290658,22.046575342465754
13,-414290642,141.62295081967213
13,-414290450,176.86885245901638
13,-414290434,173.13934426229508
13,-414225138,73.14207650273224
13,-414225122,159.28142076502732
13,-414225106,152.90983606557376
13,-414224914,151.36338797814207
13,-414224898,131.44808743169398
13,-414094066,141.77322404371586
13,-414094050,135.24043715846994
13,-414094034,140.10655737704917
13,-414093842,139.5983606557377
13,-414093826,139.1912568306011
13,-406925170,65.08196721311475
13,-406925074,95.29781420765028
13,-406921842,102.97814207650273
13,-406921746,99.50819672131148
13,-406921586,109.52732240437159
13,-406921490,110.9207650273224
13,-406921330,98.66939890710383
13,-406921234,109.39344262295081
13,-406863730,43.967213114754095
13,-406863634,58.09836065573771
13,-406860402,64.49453551912568
13,-406860306,44.095628415300546
13,-406860146,56.59289617486339
13,-406860050,38.7030303030303
13,-406859890,45.574660633484164
13,-406859794,29.038251366120218
13,-208662898,3.9234972677595628
13,-208572946,40.11746031746032
13,-208572930,40.75153374233129
14,-913303842,1.6428571428571428
14,-913288370,6.136612021857924
14,-426685410,39.45454545454545
14,-426685378,77.81147540983606
14,-426685186,137.9863387978142
14,-426685170,33.81188118811881
14,-426685154,72.8529411764706
14,-426685138,81.72950819672131
14,-426685010,79.32786885245902
14,-426684994,77.57103825136612
14,-426684978,53.27049180327869
14,-426684962,78.51092896174863
14,-426684946,79.52732240437159
14,-426684930,61.74433656957929
14,-409895922,1.7333333333333334
14,-409895906,67.0703125
14,-409895890,64.67479674796748
14,-409895874,39.96666666666667
14,-409895666,72.3323782234957
14,-409895650,62.036474164133736
14,-409895634,65.66666666666667
14,-409895506,69.83426966292134
14,-409895490,57.728155339805824
14,-409895474,61.739583333333336
14,-409895458,66.78616352201257
14,-409895442,73.46944444444445
14,-409895426,35.80612244897959
14,-124670914,4.809756097560975
14,-124670706,81.59836065573771
14,-124670690,90.08429118773947
14,-124670674,76.03831417624521
14,-124670546,72.74863387978142
14,-124670530,16.972727272727273
14,-124670514,12.820689655172414
14,-124670498,38.35096153846154
14,-124670482,67.43165467625899
14,-124670466,85.73497267759562
14,-107999602,5.841530054644808
14,-107914226,79.27049180327869
14,-107914210,76.30054644808743
14,-107914178,76.55737704918033
14,-107914002,32.37431693989071
14,-107913986,20.724043715846996
14,-107913970,65.46698113207547
14,-107913954,80.5327868852459
14,-107913810,72.56277056277057
14,-107913794,48.431693989071036
14,-107913778,77.12021857923497
14,-107913762,79.48360655737704
14,-107913746,78.95081967213115
14,-107913730,70.2059925093633
15,-409989490,5.602240896358543
15,-124686882,1
15,-107997474,6.404255319148936
15,-107988466,1.411764705882353
15,-107988450,2
15,-107988306,1.4
15,-107988290,1.5714285714285714
15,-107988274,1.4
15,-107988258,2
15,-107988242,1.3333333333333333
15,-107988226,1.7
15,-107987938,4.685714285714286
15,-107987922,6.509090909090909
15,-107983138,16.785714285714285
15,-107982002,15.139344262295081
15,-107799522,1.8
15,-107799506,1.3333333333333333
15,-107799490,1.5714285714285714
15,1654328382,205.49180327868854
15,1654328638,31.543046357615893
15,1654328894,192.46017699115043
15,1654334526,199.29508196721312
15,1654339390,33
15,1654339646,281.1584699453552
15,1654339902,164.9543973941368
15,1654340158,222.50819672131146
15,1654340414,210.1448087431694
15,1654341438,265.43715846994536
15,1667958830,534.6065573770492
15,1667959150,72.36619718309859
15,1667959854,539.0327868852459
15,1669017758,580.8551912568306
15,1669019294,554.0710382513661
15,1669020526,29.94701986754967
15,1798015854,26.714285714285715
16,-913303842,1.4324324324324325
16,-913294834,1
16,-913294818,1
16,-913294658,1
16,-913294642,1
16,-913294626,1
16,-426676978,236.85245901639345
16,-426676754,227.31147540983608
16,-426676738,231.11475409836066
16,-426570370,21.15
16,-409899762,27.03899721448468
16,-409899746,227.775956284153
16,-409899730,235.26775956284152
16,-409793154,11.952380952380953
16,-208662898,6.961748633879782
16,-124687314,57.554621848739494
16,-124687298,223.90983606557376
16,-124686930,221.45628415300547
16,-124580482,19.857142857142858
16,-107909698,205.18032786885246
16,-107909682,203.71584699453553
16,-107909666,194.30327868852459
16,-107803266,11.55
16,1637562414,3.1256830601092895
16,1653291390,7.411764705882353
16,1654339710,9
16,1667966846,9
16,1669015166,8.285714285714286
18,-913303842,2.6842105263157894
18,-426676946,213.75409836065575
18,-409899762,628.0874316939891
18,-409899746,473.8743169398907
18,-409899730,924.2513661202186
18,-409899538,407.61475409836066
18,-409899522,79.57103825136612
18,-208662898,7.01912568306011
18,-208573394,14.129310344827585
18,-208573378,16.584375
18,-208573170,11.871232876712329
18,-208573154,14.620218579234972
18,-208573138,12.985337243401759
18,-208573010,20.074534161490682
18,-208572994,17.04075235109718
18,-208572978,19.903682719546744
18,-208572962,4.606896551724138
18,-208572946,11.06474820143885
18,-208572930,10.202185792349727
19,-913303842,2.13986013986014
19,-913288370,12.97752808988764
19,-829330130,94.55191256830601
19,-426676978,133.19230769230768
19,-426676962,97.63265306122449
19,-426676946,142.24590163934425
19,-426676754,13.205882352941176
19,-426676738,126.625
19,-409899762,149.28961748633878
19,-409899746,102.14666666666666
19,-409899730,161.02185792349727
19,-409899538,87.02120141342756
19,-409899522,127.76229508196721
19,-208662898,12
19,-208573154,44.50970873786408
19,-124687090,105.17159763313609
19,-124687074,106.5792349726776
19,-124687058,106.21311475409836
19,-124686914,22.10169491525424
19,-124686898,96.33060109289617
19,-124686882,99.8224043715847
19,-124686866,107.82513661202186
19,-124686850,99.09016393442623
19,-107909874,107.19125683060109
19,-107909858,100.36686390532545
19,-107909842,25.51366120218579
19,-107909698,100.37158469945355
19,-107909682,94.76119402985074
19,-107909666,104.67213114754098
19,-107909650,103.62295081967213
19,-107909634,105.27595628415301
20,-913303842,2.4642857142857144
20,-913288370,3.48
20,-426676978,108.04371584699453
20,-426676962,128.55191256830602
20,-426676946,126.01092896174863
20,-426676754,128.52732240437157
20,-426676738,111.45270270270271
20,-409899762,181.96271186440677
20,-409899746,169.41612903225806
20,-409899730,158.08474576271186
20,-409899538,31.97814207650273
20,-409899522,178.54045307443366
20,-208660770,1
20,-208573154,52.438538205980066
20,-208573138,58.47603833865815
20,-124687090,158.36338797814207
20,-124687074,162.10655737704917
20,-124687058,162.67486338797815
20,-124686866,41.333333333333336
20,-124686850,49.75984251968504
20,-107909874,147.22677595628414
20,-107909858,19.868501529051986
20,-107909842,32.81089743589744
20,-107909650,147.5054644808743
20,-107909634,148.0792349726776
21,-999002834,99.22404371584699
21,-998806226,77.62130177514793
21,-913303842,1.9076923076923078
21,-913288370,17.80054644808743
21,-426676978,103.21857923497268
21,-426676962,102.26229508196721
21,-426676946,39.877049180327866
21,-426676802,103.41501976284584
21,-426676786,103.07650273224044
21,-426676770,106.73497267759562
21,-426676754,109.40710382513662
21,-426676738,117.69398907103825
21,-409899762,111.57103825136612
21,-409899746,109.19672131147541
21,-409899730,70.78415300546447
21,-409899570,107.54098360655738
21,-409899554,100.8879781420765
21,-409899538,108.42622950819673
21,-409899522,86.04918032786885
21,-208573154,1
21,-208573138,51.98360655737705
21,-124687090,107.61748633879782
21,-124687074,96.7568306010929
21,-124687058,87.27443609022556
21,-124686914,76.31967213114754
21,-124686898,56.743169398907106
21,-124686882,54.52459016393443
21,-124686866,93.7568306010929
21,-124686850,98.70218579234972
21,-107909874,93.83812949640287
21,-107909858,99.7103825136612
21,-107909842,92.63387978142076
21,-107909698,79.22677595628416
21,-107909682,78.7431693989071
21,-107909666,95.03125
21,-107909650,108.69125683060109
21,-107909634,87.27049180327869
22,-913303842,3.738372093023256
22,-913288370,11.09016393442623
22,-829330130,66.47389558232932
22,-426676978,130.83248730964468
22,-426676962,21.325779036827196
22,-426676946,142.6775956284153
22,-426676754,157.1775956284153
22,-426676738,147.18032786885246
22,-409899762,152.21311475409837
22,-409899746,154.04918032786884
22,-409899730,147.55191256830602
22,-409899538,155.27322404371586
22,-409899522,107.5792349726776
22,-208573154,26.802395209580837
22,-208573138,22.019607843137255
22,-124687090,144.10655737704917
22,-124687074,126.19672131147541
22,-124687058,133.9398907103825
22,-124686866,103.08196721311475
22,-124686850,128.73497267759564
22,-107909874,157.14207650273224
22,-107909858,162.64754098360655
22,-107909842,154.79234972677597
22,-107909650,20.410094637223974
22,-107909634,131.2233502538071
23,-913303842,2.6986899563318776
23,-913288370,9.019125683060109
23,-913216018,2.933333333333333
23,-426750242,34.86764705882353
23,-426677186,169.86338797814207
23,-426676818,172.6693989071038
23,-426676802,133.36065573770492
23,-426676786,159.37978142076503
23,-426676770,165.89617486338798
23,-409973026,51.67857142857143
23,-409899762,157.2704918032787
23,-409899746,37.478142076502735
23,-409899730,151.11475409836066
23,-409899538,158.0601092896175
23,-409899522,158.6693989071038
23,-208662898,5.658469945355192
23,-208573154,28.854460093896712
23,-208573138,56.41256830601093
23,-124774690,2.0150753768844223
23,-124687170,241.60655737704917
23,-124687154,256.39344262295083
23,-124687138,257.46448087431696
23,-107983138,24.420814479638008
23,-107910130,136.89071038251367
23,-107910114,97.15300546448087
23,-107910098,162.0136612021858
23,-107909906,156.94535519125682
23,-107909890,144.09562841530055
23,-74443042,1.7350993377483444
23,-74355538,257.7704918032787
23,-74354898,253.41256830601094
23,-74354882,256.448087431694
24,-913303842,1.7439024390243902
24,-913288370,13.721311475409836
24,-426676978,184.04098360655738
24,-426676962,185.72131147540983
24,-426676946,139.7178082191781
24,-426676770,166.7486338797814
24,-426676754,134.29780564263322
24,-426676738,140.9344262295082
24,-409899762,171.73224043715848
24,-409899746,174.28415300546447
24,-409899730,171.6775956284153
24,-409899538,113.24043715846994
24,-409899522,78.59016393442623
24,-208662898,5.122507122507122
24,-208660770,1
24,-208573154,46.693370165745854
24,-208573138,51.36338797814208
24,-124687090,62.166666666666664
24,-124687074,133.14369501466277
24,-124687058,167.24590163934425
24,-124686882,98.68032786885246
24,-124686866,189.86612021857923
24,-124686850,179.0601092896175
24,-107909874,257.3469945355191
24,-107909858,246.41803278688525
24,-107909842,250.45081967213116
24,-107909634,260.6639344262295
24,1798015070,184.79190751445086
24,1798015806,178.96418732782368
25,-913303842,1.5193370165745856
25,-913288370,4.615168539325842
25,-829330130,66.3743169398907
25,-426676978,104.79207920792079
25,-426676962,29.816939890710383
25,-426676946,38.60655737704918
25,-426676802,80.5548780487805
25,-426676786,96.38524590163935
25,-426676770,95.41256830601093
25,-426676754,88.6120218579235
25,-426676738,90.96078431372548
25,-409899762,60
25,-409899746,11.857923497267759
25,-409899730,9.780219780219781
25,-409899586,109.60928961748634
25,-409899570,104.09289617486338
25,-409899554,105.19398907103825
25,-409899538,105.83060109289617
25,-409899522,105.19125683060109
25,-208662898,5.076502732240437
25,-124687298,47.63934426229508
25,-124687090,43.931693989071036
25,-124687074,41.44535519125683
25,-124687058,42.48360655737705
25,-124686930,43.69672131147541
25,-124686914,45.28142076502732
25,-124686898,45.005464480874316
25,-124686882,45.20765027322405
25,-124686866,45.92896174863388
25,-124686850,46.02459016393443
25,-107910114,37.52328767123288
25,-107910098,31.459715639810426
25,-107910082,25.4
25,-107909874,28.470967741935485
25,-107909858,26.2
25,-107909842,18.878048780487806
25,-107909698,44.657534246575345
25,-107909682,48.58767772511848
25,-107909666,12.266666666666667
25,-107909650,36.090322580645164
25,-107909634,41
26,-913303842,2.2557251908396947
26,-829330130,76.77049180327869
26,-426676978,123.02459016393442
26,-426676962,141.72677595628414
26,-426676946,140.15573770491804
26,-426676754,121.04918032786885
26,-426676738,145.45901639344262
26,-409899762,158.29781420765028
26,-409899746,151.62841530054644
26,-409899730,104.70491803278688
26,-409899538,153.68032786885246
26,-409899522,152.4945355191257
26,-208662898,3.9297752808988764
26,-208660770,1
26,-208573154,36.60382513661202
26,-208573138,36.387978142076506
26,-124687090,15.829596412556054
26,-124687074,157.87704918032787
26,-124687058,158.20491803278688
26,-124686866,26.582417582417584
26,-124686850,92.28142076502732
26,-107909874,146.15027322404373
26,-107909858,123.00546448087432
26,-107909842,113.2896174863388
26,-107909650,142.95901639344262
26,-107909634,118.7431693989071
27,-913303842,2.69375
27,-913288370,25.35792349726776
27,-426750242,9.703703703703704
27,-426677186,117.89890710382514
27,-426676818,89.97899159663865
27,-426676802,94.44318181818181
27,-426676786,77.01639344262296
27,-426676770,71.64207650273224
27,-409899762,125.30327868852459
27,-409899746,154.02185792349727
27,-409899730,140.77322404371586
27,-409899538,149.2568306010929
27,-409899522,146.37158469945356
27,-208662898,4.879781420765028
27,-124760354,13.173584905660377
27,-124687186,142.4071038251366
27,-124687170,151.1120218579235
27,-124687154,156.30601092896174
27,-124687138,149.19945355191257
27,-124686530,18.9533527696793
27,-107983138,10.661870503597122
27,-107910130,137.86885245901638
27,-107910114,141.18032786885246
27,-107910098,139.9262295081967
27,-107909906,130.9808743169399
27,-107909890,130.1448087431694
27,-74443042,2.2847682119205297
27,-74354930,248.62568306010928
27,-74354706,258.09562841530055
27,-74354690,255.59562841530055
28,-913307618,9.158469945355192
28,-913307602,12.172131147540984
28,-829330130,103.81420765027322
28,-426676978,88.51098901098901
28,-426676962,68.4478527607362
28,-426676946,77.80054644808743
28,-426676802,61.71857923497268
28,-426676786,49.92896174863388
28,-426676770,73.22758620689655
28,-426676754,73.27113702623906
28,-426676738,78.9013698630137
28,-409899762,95.00273224043715
28,-409899746,56.82513661202186
28,-409899730,56.91530054644809
28,-409899586,39.013661202185794
28,-409899570,86.72131147540983
28,-409899554,92.80874316939891
28,-409899538,61.12021857923497
28,-409899522,94.81967213114754
28,-409770642,1.5
28,-208573154,77.35766423357664
28,-208573138,48.58620689655172
28,-107997474,1.4
28,-107909874,106.96448087431693
28,-107909858,106.43442622950819
28,-107909842,113.19125683060109
28,-107909698,23.59776536312849
28,-107909682,28.860655737704917
28,-107909666,86.80054644808743
28,-107909650,97.18306010928961
28,-107909634,96.11475409836065
28,-107780754,1
29,-913303842,2.767741935483871
29,-913288370,34.549180327868854
29,-829330130,98.05191256830601
29,-426750242,22.12
29,-426676978,208.0655737704918
29,-426676962,192.50819672131146
29,-426676946,192.75956284153006
29,-409973026,33.608695652173914
29,-409899762,193.10928961748633
29,-409899746,183.4207650273224
29,-409899730,190.04371584699453
29,-124687090,124.72677595628416
29,-124687074,167.9016393442623
29,-124687058,160.28688524590163
29,-124686866,183.09562841530055
29,-124686850,156.327868852459
29,-107909874,16.347014925373134
29,-107909858,96.28
29,-107909842,66.11570247933884
29,-107909698,105.78142076502732
29,-107909682,96.61904761904762
29,-107909666,103.95081967213115
29,-107909650,105.27868852459017
29,-107909634,15.435393258426966
29,-91132658,210.63934426229508
29,-91132642,326.27322404371586
29,-91132626,224.32513661202185
29,-74355442,164.81967213114754
29,-74355426,45.21311475409836
29,-74355410,123.51366120218579
29,-74355218,159.95081967213116
29,-74355202,164.6693989071038
29,-40801010,245.8169398907104
29,-40800994,324.4808743169399
29,-40800978,208.1830601092896
30,-968594130,69.3695652173913
30,-968463058,78.88524590163935
30,-968331986,66.09016393442623
30,-968135378,52.532033426183844
30,-968069842,58.8551912568306
30,-968004306,63.54371584699454
30,-967480018,58.869565217391305
30,-967414482,50.84782608695652
30,-967348946,50.76086956521739
30,-967283410,73.43478260869566
30,-967152338,70.97826086956522
30,-967086802,57.631147540983605
30,-966955730,57.98360655737705
30,-966496978,47.13934426229508
30,-966431442,51.41256830601093
30,-966038226,48.36158192090395
30,-965972690,48.91530054644809
30,-965907154,59.52173913043478
30,-965448402,55.31549295774648
30,-965317330,68.32608695652173
30,-965186258,55.796657381615596
30,-965120722,49.942622950819676
30,-965055186,70.8695652173913
30,-964989650,62.95652173913044
30,-964924114,76.30434782608695
30,-964858578,59.15217391304348
30,-961254098,54.8551912568306
30,-961057490,54.0792349726776
30,-960991954,58.28260869565217
30,-960926418,59.17391304347826
30,-913305970,4.240437158469946
30,-913303842,1.6111111111111112
30,-426676946,653.0601092896175
30,-409899730,687.1857923497267
30,-107983138,26.869230769230768
30,-107909874,63.642857142857146
30,-107909858,99.60655737704919
30,-107909842,136.5846994535519
30,-107909650,125.5904761904762
30,-107909634,156.36612021857923
31,-913288370,9.489071038251366
31,-426750242,24.397727272727273
31,-426677218,175.32513661202185
31,-426677202,167.02732240437157
31,-426677186,88.9207650273224
31,-426676818,22.863492063492064
31,-426676802,177.53825136612022
31,-426676786,32.611570247933884
31,-409987362,1.973568281938326
31,-409899762,136.88524590163934
31,-409899746,156.9344262295082
31,-409899730,64.86065573770492
31,-409899554,137.11748633879782
31,-409899538,154.34972677595627
31,-409899522,139.18852459016392
31,-124687186,143.4672131147541
31,-124686578,181.7568306010929
31,-124686562,183.75956284153006
31,-124686546,191.7377049180328
31,-124686530,184.30054644808743
31,-124686338,145.5846994535519
31,-107997474,3.139442231075697
31,-107910130,191.60109289617486
31,-107909954,142.8306010928962
31,-107909938,46.05
31,-107909922,110.77604166666667
31,-107909906,187.06284153005464
31,-107909890,192.95628415300547
32,-913305970,7.1502732240437155
32,-913303842,1.5714285714285714
32,-913299794,13.25
32,-913293954,5
32,-913293906,17.375
32,-913289506,26.59493670886076
32,-913288370,41.8551912568306
32,-426676978,169.10382513661202
32,-426676962,74.41803278688525
32,-426676946,77.7103825136612
32,-426676754,171.95081967213116
32,-426676738,171.37158469945356
32,1669007758,491.08743169398906
32,1669008782,728.4098360655738
32,1669015166,35.756830601092894
32,1669018254,732.7896174863388
32,1669020558,465.3387978142076
33,-913307266,19.2896174863388
33,-913303842,4.111111111111111
33,-829330002,101.77049180327869
33,-426676978,143.87431693989072
33,-426676962,129.36559139784947
33,-426676946,142.04918032786884
33,-426676754,143.78415300546447
33,-426676738,146.6448087431694
33,-409899762,157.24590163934425
33,-409899746,163.01092896174865
33,-409899730,153.79508196721312
33,-409899538,135.81147540983608
33,-409899522,139.30054644808743
33,-208660770,1
33,-208573154,24.4390243902439
33,-208573138,26.74496644295302
33,-124687090,81.60928961748634
33,-124687074,86.96448087431693
33,-124687058,70.90163934426229
33,-124686914,100.63387978142076
33,-124686898,104.80054644808743
33,-124686882,75.63661202185793
33,-124686866,102.86338797814207
33,-124686850,84.67213114754098
33,-107909874,94.44808743169399
33,-107909858,105.2896174863388
33,-107909842,94.75409836065573
33,-107909698,107.75136612021858
