point,lb,ub,x,inf_vacc
33.91963320803669,53.287549628796114,6.521391178138092,"time_since_inf_cut.roommate[0,90)",inf
34.119715769537464,49.72722887061882,13.666747370726128,"time_since_inf_cut.roommate[90,182)",inf
22.67842079960515,36.38816784589758,6.0139221338657345,"time_since_inf_cut.roommate[182,365)",inf
9.837603756973534,17.97013785790409,0.8988009488223092,"time_since_inf_cut.roommate[365,Inf)",inf
24.19578546708392,32.83758242133281,14.44204738130872,has.vacc.roommate.binary,inf
0.7783021204198048,1.3517692329870545,0.20150129850329268,age,inf
-0.4447389735316998,0.10452299799341702,-0.9970209888307435,age.roommate,inf
-8.875941514886044,-5.094317497004286,-12.793640256437122,risk,inf
-8.42175281224533,-4.855367016222001,-12.109440054327326,risk.roommate,inf
29.36226069630138,38.22188190774739,19.232078152878707,"time_since_vacc_cut.roommate[0,90)",vacc
17.32353219755459,29.47977433749426,3.071802960451353,"time_since_vacc_cut.roommate[90,182)",vacc
18.285781353983722,29.02167881900829,5.926014903869836,"time_since_vacc_cut.roommate[182,365)",vacc
20.204719201379795,35.51438835452924,1.2603482349405337,"time_since_vacc_cut.roommate[365,Inf)",vacc
14.17653451677393,21.51366911725138,6.153502849379877,has.prior.inf.roommate,vacc
0.7953346569590458,1.3682595327882074,0.21908181680736494,age,vacc
-0.578854568649545,-0.019892190598569393,-1.1409407147154216,age.roommate,vacc
-8.860920800282091,-5.082936158759077,-12.774733088741264,risk,vacc
-8.411681164984097,-4.839382672148318,-12.10570220326661,risk.roommate,vacc
37.64697659000746,47.25047279621144,26.295082923741507,"time_since_infvacc_cut.roommate[0,90)",infvacc
29.543343019256884,41.50146662127471,15.140769756332872,"time_since_infvacc_cut.roommate[90,182)",infvacc
26.325800580672542,38.0502187347166,12.382456415215549,"time_since_infvacc_cut.roommate[182,365)",infvacc
22.95289220322627,37.3563136516393,5.237747554698069,"time_since_infvacc_cut.roommate[365,Inf)",infvacc
0.8064595121636597,1.3791999588935289,0.23039287441543044,age,infvacc
-0.6090157136636742,-0.05119505788448997,-1.1699464160928486,age.roommate,infvacc
-8.972764488159758,-5.192638697610619,-12.888730116641378,risk,infvacc
-8.554013715767962,-4.978162068424763,-12.251668933985972,risk.roommate,infvacc
