x,point,lb,ub
bivalent_timeMonovalent<90,0.7069554980290886,0.6176791030665857,0.8091354778108463
bivalent_timeMonovalent>=90,0.8063553127686893,0.7083443519056785,0.917927684015572
bivalent_timeBivalent,0.47217584430191983,0.27840744604567885,0.8008048315836029
"time_since_inf_cut.roommate[0,90)",0.6575362770918185,0.46486197181180633,0.9300695301159243
"time_since_inf_cut.roommate[90,182)",0.6495599634355402,0.4953324917361204,0.8518079333328997
"time_since_inf_cut.roommate[182,365)",0.7752391758024103,0.6376285777825818,0.9425483747745819
"time_since_inf_cut.roommate[365,Inf)",0.8975632690434384,0.8164925059748245,0.986683669526275
age,0.9921342538186936,0.9863921311890467,0.9979098032886926
age.roommate,1.0056163994507807,1.0000342623912428,1.0112296956968818
risk,1.0881085271679638,1.0502931055249554,1.1272854793270886
risk.roommate,1.0858873116582761,1.0500525919892814,1.1229449482969085
