x,point,lb,ub
"time_since_vacc_cut2.roommate[0,30)",0.6732224775272379,0.5632771324877262,0.8046279142315228
"time_since_vacc_cut2.roommate[30,60)",0.6835470946205915,0.5856827776500847,0.7977639916934722
"time_since_vacc_cut2.roommate[60,90)",0.7762748067379968,0.6547541459858086,0.9203493849875908
"time_since_vacc_cut2.roommate[90,182)",0.8805767572611854,0.7530323844357887,1.029723875699724
"time_since_vacc_cut2.roommate[182,365)",0.8225531295563095,0.7160335405718523,0.9449189355047878
"time_since_vacc_cut2.roommate[365,Inf)",0.822262183750472,0.6678340686930251,1.0123998318164211
has.prior.inf.roommate,0.8781957441252066,0.8041770688900751,0.9590273023627417
age,0.9957260367125441,0.9900969319830235,1.0013871451974874
age.roommate,1.0062775943515185,1.0007997649619922,1.011785406376804
risk,1.0867002932387175,1.0498497981484236,1.1248442676350938
risk.roommate,1.076973897294561,1.0421882568618284,1.112920595503898
