x,point,lb,ub
"time_since_vacc_cut2.roommate[0,30)",0.6487237940180425,0.5447572772138228,0.7725322423916487
"time_since_vacc_cut2.roommate[30,60)",0.6897179321376999,0.5936035862331958,0.8013947977150916
"time_since_vacc_cut2.roommate[60,90)",0.7725883897085711,0.6539143638616207,0.9127996766848747
"time_since_vacc_cut2.roommate[90,182)",0.8640735330205606,0.7419087835861234,1.0063542675121369
"time_since_vacc_cut2.roommate[182,365)",0.8192448423810472,0.7159923411489939,0.9373872780411235
"time_since_vacc_cut2.roommate[365,Inf)",0.817988493687642,0.6664868385140276,1.0039285656370767
has.prior.inf.roommate,0.8215392759718699,0.753671436208388,0.8955185901164615
age,0.9947353636464875,0.9891828570122229,1.000319037753687
age.roommate,1.0054743242296351,1.0000537757231844,1.0109242535022247
risk,1.0776846175792283,1.0417386765656456,1.1148708990970264
risk.roommate,1.0855995613112213,1.050932177647468,1.121410527325626
