x,point,lb,ub
"time_since_inf_cut2.roommate[0,182)",0.606791859594914,0.49100754753339554,0.7498792283750205
"time_since_inf_cut2.roommate[182,365)",0.7343725640148684,0.6075004183606433,0.8877410557725972
"time_since_inf_cut2.roommate[365,Inf)",0.8677218691948259,0.7922505607279517,0.9503827193093176
has.vacc.roommate.binary,0.7606613643913693,0.6775633209971772,0.8539507575855778
age,0.9950231734936247,0.9894679607549768,1.0006095751032573
age.roommate,1.0041375427962254,0.9988224543369638,1.0094809147258943
risk,1.0780107410533983,1.0420248665458274,1.1152393720494658
risk.roommate,1.0863748832604427,1.051755439700582,1.122133855865892
