x,point,lb,ub
has.vacc.roommate.binary:has.prior.inf.roommate,1.0784254884196407,0.8597036523679848,1.3527935246869616
"has.vacc.roommate.binary:time_since_inf_cut.roommate[0,90)",0.9197508200754387,0.391186397998652,2.162502518894732
"has.vacc.roommate.binary:time_since_inf_cut.roommate[90,182)",0.9215483667518853,0.4801432402479042,1.7687459097093354
"has.vacc.roommate.binary:time_since_inf_cut.roommate[182,365)",1.0502433690956867,0.691370319405377,1.5953984476483163
"has.vacc.roommate.binary:time_since_inf_cut.roommate[365,Inf)",1.0763652099113419,0.8352968119466506,1.3870064491297054
"time_since_vacc_cut.roommate[0,90):has.prior.inf.roommate",1.0668091539986087,0.8364712457170517,1.3605748875200423
"time_since_vacc_cut.roommate[90,182):has.prior.inf.roommate",1.0943497642177071,0.8202003629278135,1.4601327438680407
"time_since_vacc_cut.roommate[182,365):has.prior.inf.roommate",1.0387461215666804,0.7997338892882189,1.3491906739504929
"time_since_vacc_cut.roommate[365,Inf):has.prior.inf.roommate",1.1250976166687556,0.7680551833165842,1.648116794899549
"time_since_vacc_cut.roommate[0,90):time_since_inf_cut.roommate[0,90)",0.8668873254538648,0.3254036958250798,2.3094194831656707
"time_since_vacc_cut.roommate[90,182):time_since_inf_cut.roommate[0,90)",1.4381381189424662,0.48073949837775826,4.302207861294104
"time_since_vacc_cut.roommate[182,365):time_since_inf_cut.roommate[0,90)",0.6686757588620822,0.2523435328859514,1.7718990670225108
"time_since_vacc_cut.roommate[365,Inf):time_since_inf_cut.roommate[0,90)",1.8565968909219281,0.36048296996752255,9.56203843885197
"time_since_vacc_cut.roommate[0,90):time_since_inf_cut.roommate[90,182)",0.7200983832513097,0.32538995643198304,1.5936007590619718
"time_since_vacc_cut.roommate[90,182):time_since_inf_cut.roommate[90,182)",1.1645338020711204,0.5368609427559669,2.5260525923240054
"time_since_vacc_cut.roommate[182,365):time_since_inf_cut.roommate[90,182)",0.8654481176770021,0.4067543172701612,1.8414074850327635
"time_since_vacc_cut.roommate[365,Inf):time_since_inf_cut.roommate[90,182)",0.921550802024882,0.36810406989013345,2.3071080984412298
"time_since_vacc_cut.roommate[0,90):time_since_inf_cut.roommate[182,365)",1.0119322820958168,0.6075810881298731,1.6853831752721733
"time_since_vacc_cut.roommate[90,182):time_since_inf_cut.roommate[182,365)",1.2702488280278181,0.6884020780206869,2.3438803231758367
"time_since_vacc_cut.roommate[182,365):time_since_inf_cut.roommate[182,365)",0.9579582703448527,0.5911959847072552,1.552250136097448
"time_since_vacc_cut.roommate[365,Inf):time_since_inf_cut.roommate[182,365)",0.9680262550885581,0.5103062957588693,1.8362987843355283
"time_since_vacc_cut.roommate[0,90):time_since_inf_cut.roommate[365,Inf)",1.060930801780319,0.8104387460454656,1.388845451502001
"time_since_vacc_cut.roommate[90,182):time_since_inf_cut.roommate[365,Inf)",1.045522056581736,0.7633283980023619,1.432039438935587
"time_since_vacc_cut.roommate[182,365):time_since_inf_cut.roommate[365,Inf)",1.0859045373265577,0.8125309004593315,1.4512539320286755
"time_since_vacc_cut.roommate[365,Inf):time_since_inf_cut.roommate[365,Inf)",1.269607684558804,0.819083543622364,1.967935609549898
