x,point,lb,ub
infvaccvacc,0.7408292841825816,0.6339834872893781,0.8656818975664692
infvaccinf,0.7706222170780351,0.6178210639490539,0.9612145588859957
infvaccboth,0.6156472726029869,0.5228793720881889,0.7248738131508669
age,0.9913516510587057,0.9858216663185335,0.9969126563498268
age.roommate,1.0047865790496355,0.999469075282756,1.0101323736831462
risk,1.0773887546627068,1.0416099754605392,1.1143965169500558
risk.roommate,1.0855111420739467,1.051001438173623,1.1211539744553862
