x,point,lb,ub
dose.1,0.9406915021259111,0.9067389292800627,0.9759154190881614
dose.2,0.8849005021719031,0.8529616054205025,0.9180353415298806
dose.3,0.8324183826200606,0.8023737338587412,0.8635880444284173
dose.4,0.7830488987440863,0.7547861529699553,0.812369934731346
has.prior.inf.roommate,0.8213734969460579,0.7540349494865277,0.8947256648313352
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
