x,point,lb,ub
bivalent_timeMonovalent<90,0.7011152659063123,0.615341015409297,0.7988458493375643
bivalent_timeMonovalent>=90,0.8098516953680166,0.7148137014970579,0.917525457495935
bivalent_timeBivalent,0.4787504317907177,0.28663186604739294,0.7996388506988312
"time_since_inf_cut.roommate[0,90)",0.6242064135464626,0.44541236275287893,0.8747706154907775
"time_since_inf_cut.roommate[90,182)",0.5955840624501033,0.45882515700667925,0.7731057681290235
"time_since_inf_cut.roommate[182,365)",0.750073630822167,0.620067619540652,0.9073372547199482
"time_since_inf_cut.roommate[365,Inf)",0.8563966634931812,0.7814973484049547,0.9384743873273048
age,0.9914929130534149,0.9859445146794461,0.9970725350145714
age.roommate,1.0059162817540515,1.0005060636490704,1.0113557555137527
risk,1.0758405787274932,1.040040429241112,1.112873036754209
risk.roommate,1.0867838777098717,1.0520696491289145,1.1226435415450144
