x,point,lb,ub
"time_since_vacc_cut2.roommate[0,30)",0.6400274515080395,0.5394294856983353,0.759385887394661
"time_since_vacc_cut2.roommate[30,60)",0.6758983533997333,0.5839768016982904,0.7822889244913785
"time_since_vacc_cut2.roommate[60,90)",0.7670223233673871,0.6515723137733161,0.9029285500743113
"time_since_vacc_cut2.roommate[90,182)",0.8156305351725355,0.7035846225073616,0.9455197692284355
"time_since_vacc_cut2.roommate[182,365)",0.7981325432494706,0.6998190270907468,0.9102575550739707
"time_since_vacc_cut2.roommate[365,Inf)",0.8223401319037897,0.6752976452087572,1.0014003415197645
has.prior.inf.roommate,0.8277081685043944,0.7619819023457924,0.8991037846171781
age,0.9924582647568068,0.98695761863097,0.9979895678300448
age.roommate,1.0088769203601224,1.0034651166354098,1.0143179105698152
risk,1.0749573751041963,1.0397605870066902,1.1113456046814636
risk.roommate,1.0885058206937388,1.054116617506928,1.1240169275448908
