x,point,lb,ub
"time_since_vacc_cut2.roommate[0,30)",0.6581634066683049,0.5533030360327653,0.7828966075862568
"time_since_vacc_cut2.roommate[30,60)",0.6931950799058894,0.5973159379456373,0.8044644187101284
"time_since_vacc_cut2.roommate[60,90)",0.7775674496804902,0.6594027953864047,0.9169071514905006
"time_since_vacc_cut2.roommate[90,182)",0.874950572041095,0.7527477701316689,1.0169920574871092
"time_since_vacc_cut2.roommate[182,365)",0.839971360746707,0.7346493139755357,0.9603927662527837
"time_since_vacc_cut2.roommate[365,Inf)",0.8494066488064799,0.6944381439216318,1.0389574094565805
has.prior.inf.roommate,0.8300192751958312,0.7628205202891073,0.9031377353817243
age,0.996237337597582,0.9906670087223165,1.001838987354138
age.roommate,1.0075185831882096,1.002020670629165,1.0130466618340357
risk,1.0710356575645543,1.03545923682078,1.1078344168301464
risk.roommate,1.0869239408936995,1.051979948939641,1.1230286798514588
