x,point,lb,ub
infvaccvacc,0.7201874332787861,0.6156913655052659,0.8424187313834434
infvaccinf,0.7394412300879859,0.5927515734331494,0.9224325286682665
infvaccboth,0.6068694193661899,0.5151456682543953,0.7149249520234398
age,0.9930403233279116,0.9873427254971464,0.9987707999354205
age.roommate,1.0071439262733917,1.0016219642808153,1.012696330953264
risk,1.0723236210013805,1.0361545590579584,1.1097552369049533
risk.roommate,1.0922702472360841,1.0565019126057553,1.129249534489368
